date,pm25,pm10,o3,no2,so2,co
2019/11/15,119,46,12,11,4,4
2019/11/16,100,34,16,9,3,4
2019/11/17,87,42,13,10,3,3
2019/11/18,85,52,17,9,4,3
2019/11/19,99,44,11,11,4,4
2019/11/20,93,35,11,12,3,4
2019/11/21,87,45,8,13,4,4
2019/11/22,111,40,9,14,4,5
2019/11/23,98,11,15,9,3,4
2019/11/24,34,23,15,8,4,2
2019/11/25,60,38,9,12,3,4
2019/11/26,72,22,7,10,3,4
2019/11/27,65,32,13,9,3,4
2019/11/28,76,30,5,16,3,6
2019/11/29,76,12,11,8,3,5
2019/11/30,42,29,15,8,3,4
2019/12/1,73,24,16,9,3,4
2019/12/2,66,40,15,11,4,5
2019/12/3,98,39,17,10,4,5
2019/12/4,96,37,29,7,3,5
2019/12/5,96,55,29,13,4,6
2019/12/6,142,67,14,17,4,7
2019/12/7,157,54,26,8,3,7
2019/12/8,137,39,22,10,4,7
2019/12/9,98,61,22,15,4,8
2019/12/10,150,73,22,17,5,9
2019/12/11,162,84,22,14,4,9
2019/12/12,176,103,13,18,5,11
2019/12/13,191,79,22,15,4,10
2019/12/14,171,88,11,20,5,10
2019/12/15,174,67,16,15,4,10
2019/12/16,158,50,9,17,3,8
2019/12/17,125,49,16,12,3,5
2019/12/18,116,56,17,9,2,5
2019/12/19,138,68,7,12,2,6
2019/12/20,161,44,13,12,4,6
2019/12/21,114,45,14,10,3,7
2019/12/22,114,74,12,16,3,8
2019/12/23,166,63,12,13,4,8
2019/12/24,156,58,13,11,3,8
2019/12/25,139,34,20,8,3,6
2019/12/26,86,52,15,11,4,6
2019/12/27,118,77,17,15,4,8
2019/12/28,165,93,12,16,5,9
2019/12/29,179,,,,,
2019/7/1,77,36,43,7,2,4
2019/7/2,95,23,28,5,2,4
2019/7/3,66,14,39,5,4,4
2019/7/4,36,30,49,6,3,5
2019/7/5,75,34,31,7,3,5
2019/7/6,94,11,32,4,3,4
2019/7/7,35,15,43,5,4,3
2019/7/8,41,24,54,6,2,2
2019/7/9,64,21,35,4,2,3
2019/7/10,64,10,33,4,,2
2019/7/11,28,10,24,4,,2
2019/7/12,32,13,39,6,3,2
2019/7/13,29,22,45,6,3,2
2019/7/14,49,14,25,3,2,2
2019/7/15,41,16,34,5,2,2
2019/7/16,44,10,31,5,3,3
2019/7/17,30,11,37,5,3,3
2019/7/18,36,11,30,4,2,3
2019/7/19,28,9,29,4,2,2
2019/7/20,22,17,44,5,3,3
2019/7/21,39,10,34,4,2,3
2019/7/22,23,17,35,6,3,3
2019/7/23,41,25,43,6,3,3
2019/7/24,58,16,31,4,2,2
2019/7/25,45,24,52,5,3,3
2019/7/26,60,37,66,6,3,4
2019/7/27,89,27,61,3,3,4
2019/7/28,71,11,34,4,2,3
2019/7/29,23,12,27,5,3,3
2019/7/30,19,17,43,7,3,3
2019/7/31,36,21,62,4,3,3
2019/8/1,58,21,42,5,2,4
2019/8/2,62,15,40,4,3,3
2019/8/3,46,23,53,6,3,4
2019/8/4,61,9,34,4,2,3
2019/8/5,24,4,32,3,2,2
2019/8/6,8,13,42,5,3,3
2019/8/7,30,22,51,5,3,3
2019/8/8,61,14,36,3,2,3
2019/8/9,38,16,52,5,3,4
2019/8/10,43,20,78,5,4,3
2019/8/11,58,28,87,5,4,4
2019/8/12,68,43,82,6,4,5
2019/8/13,97,15,49,4,3,4
2019/8/14,40,19,64,5,3,4
2019/8/15,45,29,87,5,4,4
2019/8/16,66,38,86,5,4,5
2019/8/17,87,38,58,6,3,5
2019/8/18,87,37,40,7,3,4
2019/8/19,89,13,23,5,2,2
2019/8/20,35,15,30,5,3,2
2019/8/21,45,8,26,4,2,2
2019/8/22,25,22,53,4,3,2
2019/8/23,64,33,66,5,4,3
2019/8/24,83,33,77,6,3,3
2019/8/25,85,42,72,6,3,4
2019/8/26,104,16,30,4,2,2
2019/8/27,46,18,53,5,3,2
2019/8/28,42,19,32,4,3,2
2019/8/29,53,24,27,6,3,2
2019/8/30,59,20,31,4,3,3
2019/8/31,51,28,40,7,3,4
2019/9/1,61,26,30,7,3,4
2019/9/2,68,22,29,8,3,4
2019/9/3,53,21,24,8,3,4
2019/9/4,53,25,32,7,3,4
2019/9/5,70,32,34,8,3,4
2019/9/6,77,20,24,7,3,5
2019/9/7,53,15,28,6,3,4
2019/9/8,31,18,32,7,3,4
2019/9/9,39,17,90,6,3,4
2019/9/10,37,28,35,7,3,5
2019/9/11,60,21,37,7,3,5
2019/9/12,56,6,28,5,3,3
2019/9/13,9,6,26,5,3,3
2019/9/14,16,11,19,7,3,3
2019/9/15,23,22,24,7,3,4
2019/9/16,43,12,22,5,3,3
2019/9/17,31,15,26,6,3,4
2019/9/18,37,15,19,7,3,4
2019/9/19,38,15,17,5,3,3
2019/9/20,42,18,40,7,3,4
2019/9/21,48,31,65,6,4,3
2019/9/22,74,30,27,6,3,4
2019/9/23,79,14,27,4,2,2
2019/9/24,42,17,42,6,3,3
2019/9/25,47,27,32,7,3,4
2019/9/26,70,27,42,6,3,4
2019/9/27,74,36,41,6,3,5
2019/9/28,91,45,45,8,3,5
2019/9/29,111,44,16,9,4,6
2019/9/30,110,45,38,7,3,6
2019/4/1,81,14,26,5,,4
2019/4/2,45,19,28,6,2,4
2019/4/3,54,20,38,8,2,4
2019/4/4,65,16,58,7,2,4
2019/4/5,39,35,71,6,4,4
2019/4/6,71,41,91,5,5,4
2019/4/7,90,46,80,5,4,4
2019/4/8,100,43,81,6,3,2
2019/4/9,88,29,34,6,2,2
2019/4/10,64,22,26,5,2,3
2019/4/11,60,29,25,6,2,4
2019/4/12,75,17,37,4,2,3
2019/4/13,56,10,29,4,2,2
2019/4/14,30,35,36,7,3,3
2019/4/15,87,35,46,9,2,4
2019/4/16,95,54,38,13,2,4
2019/4/17,138,42,49,10,2,4
2019/4/18,110,32,50,6,2,4
2019/4/19,91,23,32,6,2,4
2019/4/20,63,21,24,7,2,3
2019/4/21,43,38,56,8,3,4
2019/4/22,74,47,69,6,3,3
2019/4/23,95,40,86,5,3,3
2019/4/24,93,37,84,7,4,3
2019/4/25,89,57,106,9,3,5
2019/4/26,138,49,76,7,3,4
2019/4/27,128,22,38,5,2,3
2019/4/28,54,27,42,6,2,4
2019/4/29,62,26,38,5,2,3
2019/4/30,66,27,27,6,2,3
2019/5/1,68,24,41,4,2,3
2019/5/2,64,20,25,6,2,4
2019/5/3,60,16,38,6,2,5
2019/5/4,52,17,30,7,2,5
2019/5/5,54,6,27,6,2,3
2019/5/6,20,7,37,6,2,4
2019/5/7,29,9,37,5,2,4
2019/5/8,33,11,40,5,2,4
2019/5/9,28,26,50,6,3,4
2019/5/10,56,32,52,5,2,4
2019/5/11,82,17,48,5,2,4
2019/5/12,57,25,44,3,2,3
2019/5/13,56,33,50,4,3,3
2019/5/14,73,39,54,5,3,4
2019/5/15,94,19,37,4,2,3
2019/5/16,43,40,66,5,3,4
2019/5/17,77,35,26,7,2,5
2019/5/18,97,22,32,4,2,3
2019/5/19,56,23,34,4,2,3
2019/5/20,55,23,52,5,3,3
2019/5/21,50,38,71,6,4,3
2019/5/22,87,51,65,8,3,5
2019/5/23,122,43,57,6,3,4
2019/5/24,109,41,78,6,3,6
2019/5/25,105,43,39,6,2,5
2019/5/26,113,33,29,6,3,4
2019/5/27,80,29,27,7,,3
2019/5/28,66,17,24,8,,4
2019/5/29,52,8,21,4,3,4
2019/5/30,23,19,56,7,2,3
2019/5/31,50,21,52,5,4,3
2019/6/1,52,40,70,7,4,4
2019/6/2,72,54,79,7,4,4
2019/6/3,108,44,107,6,4,5
2019/6/4,102,33,69,7,3,5
2019/6/5,73,22,66,6,3,4
2019/6/6,61,30,78,6,3,4
2019/6/7,75,26,30,4,2,4
2019/6/8,78,16,36,4,2,
2019/6/9,51,23,19,8,3,2
2019/6/10,60,23,29,5,2,1
2019/6/11,66,9,45,5,2,2
2019/6/12,35,16,55,3,3,2
2019/6/13,46,23,29,6,2,3
2019/6/14,64,12,22,4,2,2
2019/6/15,34,10,26,5,,2
2019/6/16,27,18,33,5,2,2
2019/6/17,42,16,40,4,2,2
2019/6/18,38,16,36,4,2,2
2019/6/19,51,14,42,5,,3
2019/6/20,43,17,45,5,2,3
2019/6/21,50,11,21,4,2,2
2019/6/22,30,11,32,4,,2
2019/6/23,30,23,38,7,2,5
2019/6/24,65,7,27,7,2,5
2019/6/25,28,26,37,5,2,6
2019/6/26,69,13,31,4,2,5
2019/6/27,40,8,29,6,2,4
2019/6/28,16,16,40,5,3,4
2019/6/29,30,22,45,7,3,4
2019/6/30,53,34,91,6,3,4
2019/1/1,162,60,22,5,4,7
2019/1/2,154,68,13,8,3,8
2019/1/3,159,31,21,4,3,7
2019/1/4,91,38,26,5,4,8
2019/1/5,101,71,14,9,4,9
2019/1/6,161,78,26,5,3,8
2019/1/7,173,62,22,8,4,8
2019/1/8,146,78,31,4,4,7
2019/1/9,165,80,15,9,2,8
2019/1/10,169,32,36,4,4,8
2019/1/11,83,67,18,10,4,10
2019/1/12,156,40,34,4,4,9
2019/1/13,106,74,22,8,3,10
2019/1/14,168,58,24,7,2,7
2019/1/15,146,63,30,7,3,6
2019/1/16,147,93,21,11,3,7
2019/1/17,180,73,16,11,3,8
2019/1/18,158,29,36,9,3,6
2019/1/19,80,55,23,10,3,7
2019/1/20,126,54,22,6,2,6
2019/1/21,136,47,22,9,3,8
2019/1/22,117,68,32,12,4,7
2019/1/23,160,90,11,19,4,8
2019/1/24,178,93,21,14,3,7
2019/1/25,181,79,10,17,4,7
2019/1/26,167,82,6,16,3,8
2019/1/27,167,30,29,6,2,5
2019/1/28,84,42,14,10,2,6
2019/1/29,111,51,15,8,2,7
2019/1/30,133,48,20,7,2,7
2019/1/31,127,37,29,7,2,6
2019/2/1,104,52,15,7,2,7
2019/2/2,138,32,32,7,3,5
2019/2/3,80,51,42,7,3,4
2019/2/4,94,56,41,7,3,4
2019/2/5,118,58,37,7,3,5
2019/2/6,139,55,43,8,3,5
2019/2/7,130,62,28,7,3,6
2019/2/8,142,50,28,6,3,5
2019/2/9,105,36,25,7,2,6
2019/2/10,80,30,33,7,2,5
2019/2/11,73,43,30,6,2,7
2019/2/12,113,41,32,7,2,7
2019/2/13,108,61,15,7,3,8
2019/2/14,140,27,16,8,2,7
2019/2/15,68,50,20,9,3,6
2019/2/16,105,34,19,6,2,6
2019/2/17,81,18,20,6,,6
2019/2/18,57,37,21,5,2,7
2019/2/19,100,51,25,6,2,7
2019/2/20,142,38,30,7,2,7
2019/2/21,98,43,21,6,3,7
2019/2/22,107,40,18,7,2,8
2019/2/23,116,51,15,7,4,8
2019/2/24,140,14,28,6,2,7
2019/2/25,48,26,19,7,2,7
2019/2/26,86,29,21,9,,7
2019/2/27,89,49,23,9,2,8
2019/2/28,128,53,11,8,3,8
2019/3/1,145,14,34,5,2,7
2019/3/2,45,30,35,9,3,8
2019/3/3,80,53,20,14,2,7
2019/3/4,128,15,30,4,2,3
2019/3/5,49,21,26,4,2,3
2019/3/6,65,23,23,8,4,2
2019/3/7,67,14,24,7,2,2
2019/3/8,42,18,32,4,3,3
2019/3/9,65,40,32,6,3,4
2019/3/10,103,31,32,4,2,4
2019/3/11,87,33,34,6,2,4
2019/3/12,81,47,21,5,2,4
2019/3/13,130,17,24,6,3,2
2019/3/14,58,28,28,8,4,3
2019/3/15,66,45,28,13,2,4
2019/3/16,110,23,34,6,2,3
2019/3/17,77,37,25,8,2,4
2019/3/18,105,36,37,7,2,4
2019/3/19,107,43,49,12,2,5
2019/3/20,117,49,35,12,2,4
2019/3/21,95,39,26,9,2,3
2019/3/22,80,20,27,6,1,3
2019/3/23,52,42,32,7,2,3
2019/3/24,102,57,25,8,3,4
2019/3/25,152,54,45,11,3,4
2019/3/26,141,45,48,7,2,4
2019/3/27,127,30,64,7,3,5
2019/3/28,78,50,89,7,3,5
